strengths wavelengths species
0.61 4691.3325 "Ti 1"
0.768 4691.4114 "Fe 1"
0.3 4693.1879 "Co 1"
0.232 4693.6647 "Ti 1"
0.4 4693.938 "Cr 1"
0.435 4694.8585 "Fe 1"
0.257 4695.145 "Cr 1"
0.408 4697.05 "Cr 1"
0.434 4698.39 "Ni 1"
0.598 4698.46 "Cr 1"
0.364 4698.606 "Cr 1"
0.314 4698.6545 "Ti 2"
0.542 4698.7609 "Ti 1"
0.61 4700.1576 "Fe 1"
0.614 4700.1903 "Fe 1"
0.315 4700.61 "Cr 1"
0.565 4701.0447 "Fe 1"
0.221 4701.148 "Mn 1"
0.529 4701.3517 "Ni 1"
0.589 4701.5297 "Ni 1"
0.347 4702.9131 "Fe 1"
0.813 4702.9909 "Mg 1"
0.662 4703.8068 "Ni 1"
0.64 4704.9476 "Fe 1"
0.444 4705.4567 "Fe 1"
0.313 4706.54 "Nd 2"
0.784 4707.2738 "Fe 1"
0.675 4707.4875 "Fe 1"
0.634 4708.013 "Cr 1"
0.622 4708.6627 "Ti 2"
0.52 4708.9682 "Fe 1"
0.73 4709.0876 "Fe 1"
0.667 4709.71 "Mn 1"
0.231 4710.08 "Zr 1"
0.459 4710.1834 "Ti 1"
0.528 4710.1892 "Ti 1"
0.751 4710.2833 "Fe 1"
0.324 4710.8972 "Fe 1"
0.37 4711.4713 "Fe 1"
0.495 4712.0561 "Ni 1"
0.308 4712.1051 "Fe 1"
0.408 4713.99 "Cr 1"
0.333 4714.0672 "Fe 1"
0.391 4714.1914 "Fe 1"
0.249 4714.359 "Fe 1"
0.441 4714.3684 "Fe 1"
0.803 4714.4173 "Ni 1"
0.233 4715.3016 "Ti 1"
0.711 4715.7617 "Ni 1"
0.221 4715.8871 "Ni 1"
0.451 4717.5677 "Fe 1"
0.66 4718.419 "Cr 1"
0.213 4719.5109 "Ti 2"
0.307 4720.962 "Fe 1"
0.476 4721.0003 "Fe 1"
0.231 4721.5711 "Si 1"
0.676 4722.153 "Zn 1"
0.318 4722.6059 "Ti 1"
0.418 4723.098 "Cr 1"
0.306 4723.1631 "Ti 1"
0.42 4724.412 "Cr 1"
0.264 4726.1367 "Fe 1"
0.457 4727.149 "Cr 1"
0.707 4727.3946 "Fe 1"
0.665 4727.46 "Mn 1"
0.271 4727.8453 "Ni 1"
0.298 4727.936 "Co 1"
0.711 4728.5456 "Fe 1"
0.508 4729.0192 "Fe 1"
0.266 4729.2756 "Ni 1"
0.439 4729.6766 "Fe 1"
0.514 4730.0286 "Mg 1"
0.591 4730.71 "Cr 1"
0.277 4731.1644 "Ti 1"
0.645 4731.4476 "Fe 2"
0.666 4731.4901 "Fe 1"
0.527 4731.7978 "Ni 1"
0.289 4732.2611 "Fe 1"
0.533 4732.4566 "Ni 1"
0.802 4733.5911 "Fe 1"
0.43 4734.098 "Fe 1"
0.238 4734.1823 "Fe 1"
0.597 4735.8428 "Fe 1"
0.818 4736.7726 "Fe 1"
0.611 4737.348 "Cr 1"
0.264 4737.5931 "Fe 1"
0.577 4737.6346 "Fe 1"
0.626 4739.09 "Mn 1"
0.308 4740.1646 "Ni 1"
0.224 4740.28 "La 2"
0.533 4740.3398 "Fe 1"
0.486 4740.4657 "Fe 1"
0.447 4741.0693 "Fe 1"
0.756 4741.5292 "Fe 1"
0.536 4742.7892 "Ti 1"
0.201 4743.83 "Sc 1"
0.549 4744.3838 "Fe 1"
0.345 4744.9402 "Fe 1"
0.204 4745.1281 "Fe 1"
0.259 4745.307 "Cr 1"
0.695 4745.7996 "Fe 1"
0.292 4746.2759 "Fe 1"
0.345 4747.9934 "Si 1"
0.498 4749.673 "Co 1"
0.418 4749.9477 "Fe 1"
0.412 4752.087 "Cr 1"
0.302 4752.1146 "Ni 1"
0.619 4752.4198 "Ni 1"
0.808 4754.04 "Mn 1"
0.55 4754.7624 "Ni 1"
0.437 4755.7011 "Fe 1"
0.646 4756.1117 "Cr 1"
0.725 4756.5153 "Ni 1"
0.629 4757.578 "Fe 1"
0.224 4757.59 "Cr 1"
0.622 4758.1178 "Ti 1"
0.639 4759.2697 "Ti 1"
0.685 4761.51 "Mn 1"
0.771 4762.37 "Mn 1"
0.608 4762.6267 "Ni 1"
0.472 4762.778 "Ti 2"
0.605 4763.8832 "Ti 2"
0.609 4763.9441 "Ni 1"
0.407 4764.293 "Cr 1"
0.491 4764.5247 "Ti 2"
0.563 4765.2448 "Fe 1"
0.389 4765.4565 "Fe 1"
0.567 4765.4799 "Fe 1"
0.714 4765.85 "Mn 1"
0.743 4766.42 "Mn 1"
0.297 4766.7524 "Fe 1"
0.288 4766.7869 "Fe 1"
0.495 4766.8654 "Fe 1"
0.262 4767.855 "Cr 1"
0.271 4768.0751 "Co 1"
0.705 4768.3201 "Fe 1"
0.658 4768.396 "Fe 1"
0.372 4771.0825 "Co 1"
0.617 4771.696 "Fe 1"
0.798 4772.803 "Fe 1"
0.655 4772.8303 "Fe 1"
0.375 4772.864 "Ni 1"
0.291 4773.4109 "Ni 1"
0.372 4776.0673 "Fe 1"
0.328 4776.3096 "Co 1"
0.421 4776.3751 "Fe 1"
0.282 4778.2547 "Ti 1"
0.593 4779.4389 "Fe 1"
0.43 4779.9791 "Co 1"
0.664 4779.985 "Ti 2"
0.477 4781.7419 "Fe 1"
0.219 4782.0747 "Fe 1"
0.261 4782.9908 "Si 1"
0.331 4783.2432 "Cr 1"
0.816 4783.43 "Mn 1"
0.339 4785.9566 "Fe 1"
0.494 4786.2812 "Ni 1"
0.742 4786.5354 "Ni 1"
0.259 4786.5766 "Y 2"
0.744 4786.8067 "Fe 1"
0.571 4787.8264 "Fe 1"
0.686 4788.7564 "Fe 1"
0.676 4789.335 "Cr 1"
0.755 4789.65 "Fe 1"
0.749 4789.6507 "Fe 1"
0.281 4790.333 "Cr 1"
0.501 4791.2462 "Fe 1"
0.307 4792.2128 "Si 1"
0.478 4792.3238 "Si 1"
0.207 4792.4264 "Ti 2"
0.331 4792.4823 "Ti 1"
0.523 4792.5094 "Cr 1"
0.506 4792.8543 "Co 1"
0.251 4796.0476 "Fe 1"
0.426 4797.034 "Fe 1"
0.598 4798.2646 "Fe 1"
0.565 4798.5313 "Ti 2"
0.453 4798.7312 "Fe 1"
0.429 4799.4058 "Fe 1"
0.245 4799.7908 "Ni 1"
0.418 4799.7946 "Ti 1"
0.474 4800.1275 "Fe 1"
0.639 4800.6485 "Fe 1"
0.587 4801.0247 "Cr 1"
0.337 4801.7728 "Fe 1"
0.49 4802.8744 "Fe 1"
0.65 4802.8797 "Fe 1"
0.296 4804.5171 "Fe 1"
0.712 4805.085 "Ti 2"
0.423 4805.4144 "Ti 1"
0.246 4806.321 "Ti 2"
0.622 4806.9872 "Ni 1"
0.55 4807.708 "Fe 1"
0.351 4808.1476 "Fe 1"
0.266 4808.5479 "Ni 1"
0.25 4808.6793 "Fe 1"
0.342 4808.874 "Ni 1"
0.399 4809.1368 "Fe 1"
0.337 4809.9321 "Fe 1"
0.242 4809.9384 "Fe 1"
0.689 4810.528 "Zn 1"
0.417 4810.73 "Cr 1"
0.332 4811.9829 "Ni 1"
0.314 4812.337 "Cr 2"
0.294 4813.1128 "Fe 1"
0.561 4813.4764 "Co 1"
0.291 4814.598 "Ni 1"
0.277 4815.2294 "Fe 1"
0.247 4815.9327 "Ni 1"
0.493 4817.7781 "Fe 1"
0.423 4817.8178 "Ni 1"
0.589 4820.4094 "Ti 1"
0.203 4821.0021 "Fe 1"
0.39 4821.1191 "Ni 1"
0.38 4822.3275 "Fe 1"
0.356 4823.304 "Y 2"
0.818 4823.52 "Mn 1"
0.62 4824.127 "Cr 2"
0.424 4824.1644 "Fe 1"
0.357 4825.48 "Nd 2"
0.331 4827.4529 "V 1"
0.298 4827.6141 "Fe 1"
0.699 4829.0231 "Ni 1"
0.305 4829.309 "Cr 1"
0.639 4829.372 "Cr 1"
0.69 4831.1757 "Ni 1"
0.388 4831.6462 "V 1"
0.336 4832.4237 "V 1"
0.496 4832.6911 "Ni 1"
0.6 4832.7273 "Fe 1"
0.449 4834.5061 "Fe 1"
0.525 4835.8671 "Fe 1"
0.315 4836.229 "Cr 2"
0.424 4836.852 "Cr 1"
0.605 4838.5112 "Fe 1"
0.584 4838.6431 "Ni 1"
0.665 4839.5442 "Fe 1"
0.218 4839.8853 "Fe 1"
0.6 4840.2521 "Co 1"
0.543 4840.321 "Fe 1"
0.718 4840.8737 "Ti 1"
0.418 4840.8968 "Fe 1"
0.273 4841.6628 "Fe 1"
0.334 4841.784 "Fe 1"
0.236 4841.973 "Ni 1"
0.252 4842.7149 "Fe 1"
0.504 4842.7874 "Fe 1"
0.634 4843.1428 "Fe 1"
0.432 4843.1582 "Ni 1"
0.33 4843.5098 "Ni 1"
0.534 4844.0132 "Fe 1"
0.226 4844.0754 "Fe 1"
0.399 4844.5074 "Fe 1"
0.49 4845.6462 "Fe 1"
0.234 4845.6551 "Fe 1"
0.34 4846.432 "Cr 1"
0.381 4847.311 "Ca 1"
0.238 4848.2018 "Fe 1"
0.579 4848.235 "Cr 2"
0.225 4848.477 "Ti 1"
0.612 4848.8821 "Fe 1"
0.412 4849.1678 "Ti 2"
0.255 4849.668 "Fe 1"
0.517 4851.4901 "V 1"
0.388 4851.8675 "Fe 1"
0.336 4852.0156 "Fe 1"
0.541 4852.5542 "Ni 1"
0.34 4853.7785 "Ni 1"
0.643 4854.8611 "Y 2"
0.375 4854.8752 "Fe 1"
0.285 4854.89 "Fe 1"
0.74 4855.4109 "Ni 1"
0.207 4855.5411 "Fe 2"
0.653 4855.6727 "Fe 1"
0.242 4855.9041 "Ti 2"
0.612 4856.0103 "Ti 1"
0.247 4856.186 "Cr 2"
0.432 4857.374 "Fe 1"
0.612 4857.3924 "Ni 1"
0.298 4858.2459 "Fe 1"
0.278 4859.03 "Nd 2"
0.399 4859.1213 "Fe 1"
0.842 4859.7414 "Fe 1"
0.278 4860.202 "Cr 2"
0.444 4860.9774 "Fe 1"
0.276 4861.197 "Cr 1"
0.632 4861.323 "H 1"
0.585 4861.841 "Cr 1"
0.506 4862.598 "Fe 1"
0.659 4863.6434 "Fe 1"
0.244 4863.7769 "Fe 1"
0.267 4863.9283 "Ni 1"
0.522 4864.326 "Cr 2"
0.586 4864.7298 "V 1"
0.529 4865.6104 "Ti 2"
0.711 4866.2711 "Ni 1"
0.235 4867.5287 "Fe 1"
0.632 4867.8695 "Co 1"
0.595 4868.2588 "Ti 1"
0.311 4868.3731 "Fe 1"
0.389 4868.4477 "Fe 1"
0.336 4869.4632 "Fe 1"
0.232 4870.0363 "Fe 1"
0.592 4870.1246 "Ti 1"
0.618 4870.797 "Cr 1"
0.618 4870.8309 "Ni 1"
0.328 4871.0485 "Fe 1"
0.284 4871.269 "Fe 2"
0.871 4871.3177 "Fe 1"
0.595 4871.9278 "Fe 1"
0.856 4872.1372 "Fe 1"
0.339 4873.1197 "Fe 1"
0.285 4873.2561 "Ni 1"
0.659 4873.4422 "Ni 1"
0.212 4873.7507 "Fe 1"
0.451 4874.0094 "Ti 2"
0.32 4874.3529 "Fe 1"
0.256 4874.652 "Cr 1"
0.396 4874.7929 "Ni 1"
0.424 4875.0299 "Fe 1"
0.633 4875.4859 "V 1"
0.606 4875.8768 "Fe 1"
0.492 4876.399 "Cr 2"
0.489 4876.41 "Cr 2"
0.317 4876.473 "Cr 2"
0.298 4877.6042 "Fe 1"
0.722 4878.126 "Ca 1"
0.83 4878.2106 "Fe 1"
0.299 4880.5238 "Fe 1"
0.663 4881.5569 "V 1"
0.661 4881.7173 "Fe 1"
0.663 4882.1429 "Fe 1"
0.712 4883.6821 "Y 2"
0.207 4883.91 "Fe 1"
0.259 4884.607 "Cr 2"
0.669 4885.0794 "Ti 1"
0.679 4885.4301 "Fe 1"
0.208 4885.952 "Cr 1"
0.69 4886.331 "Fe 1"
0.487 4886.9837 "Ni 1"
0.633 4887.012 "Cr 1"
0.651 4887.1931 "Fe 1"
0.217 4887.3657 "Fe 1"
0.5 4887.75 "Zr 1"
0.229 4888.1654 "Fe 1"
0.329 4888.522 "Cr 1"
0.691 4888.6361 "Fe 1"
0.747 4889.0007 "Fe 1"
0.645 4889.1018 "Fe 1"
0.209 4890.69 "Nd 2"
0.867 4890.7548 "Fe 1"
0.41 4890.8214 "Fe 1"
0.31 4891.0484 "Fe 1"
0.531 4891.1463 "Fe 1"
0.885 4891.4919 "Fe 1"
0.547 4892.8586 "Fe 1"
0.224 4893.8126 "Fe 2"
0.392 4896.4382 "Fe 1"
0.332 4899.5135 "Co 1"
0.65 4899.9088 "Ti 1"
0.427 4899.91 "La 2"
0.292 4899.929 "Ba 2"
0.692 4900.1189 "Y 2"
0.325 4900.9708 "Ni 1"
0.504 4902.2322 "Fe 1"
0.453 4903.234 "Cr 1"
0.825 4903.3096 "Fe 1"
0.713 4904.4118 "Ni 1"
0.372 4905.1325 "Fe 1"
0.474 4907.32 "Fe 1"
0.619 4907.7315 "Fe 1"
0.252 4907.9667 "Fe 1"
0.23 4908.0308 "Fe 1"
0.618 4909.3831 "Fe 1"
0.224 4910.0089 "Fe 1"
0.7 4910.0163 "Fe 1"
0.705 4910.3248 "Fe 1"
0.705 4910.5643 "Fe 1"
0.512 4911.1944 "Ti 2"
0.479 4911.7786 "Fe 1"
0.545 4912.018 "Ni 1"
0.257 4913.1355 "Fe 1"
0.632 4913.6134 "Ti 1"
0.596 4913.973 "Ni 1"
0.295 4915.849 "Fe 1"
0.581 4917.2294 "Fe 1"
0.519 4918.012 "Fe 1"
0.652 4918.364 "Ni 1"
0.288 4918.7019 "Ni 1"
0.69 4918.9538 "Fe 1"
0.869 4918.9935 "Fe 1"
0.414 4919.8607 "Ti 1"
0.894 4920.5021 "Fe 1"
0.328 4920.69 "Nd 2"
0.277 4920.939 "Cr 1"
0.436 4920.98 "La 2"
0.476 4921.7638 "Ti 1"
0.44 4921.78 "La 2"
0.676 4922.265 "Cr 1"
0.451 4923.9076 "Fe 1"
0.84 4923.9212 "Fe 2"
0.239 4924.3008 "Fe 1"
0.207 4924.6816 "Fe 1"
0.76 4924.7692 "Fe 1"
0.265 4925.2834 "Fe 1"
0.483 4925.2838 "Fe 1"
0.581 4925.5634 "Ni 1"
0.443 4926.8162 "Fe 1"
0.509 4927.4177 "Fe 1"
0.205 4927.4886 "Fe 1"
0.657 4927.8634 "Fe 1"
0.489 4928.3361 "Ti 1"
0.63 4930.3148 "Fe 1"
0.216 4930.8016 "Ni 1"
0.304 4932.0836 "Fe 1"
0.427 4933.1903 "Fe 1"
0.564 4933.2923 "Fe 1"
0.644 4933.3407 "Fe 1"
0.693 4934.0047 "Fe 1"
0.78 4934.0744 "Ba 2"
0.812 4934.0751 "Ba 2"
0.702 4934.0755 "Ba 2"
0.791 4934.0758 "Ba 2"
0.887 4934.0773 "Ba 2"
0.461 4934.0834 "Fe 1"
0.609 4935.8305 "Ni 1"
0.541 4936.335 "Cr 1"
0.668 4937.3478 "Ni 1"
0.208 4937.9743 "Fe 1"
0.669 4938.1733 "Fe 1"
0.303 4938.2917 "Ti 1"
0.809 4938.8137 "Fe 1"
0.566 4939.2354 "Fe 1"
0.656 4939.2407 "Fe 1"
0.83 4939.6861 "Fe 1"
0.504 4942.4584 "Fe 1"
0.617 4942.495 "Cr 1"
0.43 4942.5889 "Fe 1"
0.527 4945.4445 "Ni 1"
0.473 4945.6356 "Fe 1"
0.344 4946.0317 "Ni 1"
0.732 4946.3871 "Fe 1"
0.385 4947.6069 "Si 1"
0.651 4950.1052 "Fe 1"
0.257 4952.2803 "Ni 1"
0.604 4953.2081 "Ni 1"
0.56 4954.806 "Cr 1"
0.863 4957.2978 "Fe 1"
0.901 4957.596 "Fe 1"
0.628 4957.6818 "Fe 1"
0.233 4959.1192 "Nd 2"
0.392 4961.9132 "Fe 1"
0.254 4961.9575 "Fe 1"
0.579 4962.5711 "Fe 1"
0.537 4964.927 "Cr 1"
0.377 4965.1674 "Ni 1"
0.331 4965.8553 "Mn 1"
0.771 4966.0881 "Fe 1"
0.228 4967.5238 "Ni 1"
0.695 4967.8966 "Fe 1"
0.488 4968.3916 "Fe 1"
0.259 4968.57 "Ti 1"
0.573 4968.69 "Fe 1"
0.574 4968.6978 "Fe 1"
0.66 4969.9168 "Fe 1"
0.585 4970.4958 "Fe 1"
0.397 4970.6458 "Fe 1"
0.626 4971.3445 "Ni 1"
0.577 4971.5905 "Ni 1"
0.264 4973.03 "Ti 1"
0.667 4973.1014 "Fe 1"
0.258 4974.2458 "Fe 1"
0.26 4974.3597 "Ni 1"
0.373 4975.3431 "Ti 1"
0.437 4976.1346 "Ni 1"
0.537 4976.3255 "Ni 1"
0.345 4977.6479 "Fe 1"
0.206 4977.73 "Ti 1"
0.415 4978.1875 "Ti 1"
0.465 4978.5414 "Na 1"
0.674 4978.6027 "Fe 1"
0.637 4978.6912 "Fe 1"
0.263 4979.5861 "Fe 1"
0.204 4979.7209 "Fe 1"
0.727 4980.1727 "Ni 1"
0.468 4980.2823 "Fe 1"
0.833 4981.7305 "Ti 1"
0.25 4982.1299 "Y 2"
0.781 4982.4989 "Fe 1"
0.541 4982.8134 "Na 1"
0.745 4983.2499 "Fe 1"
0.764 4983.8521 "Fe 1"
0.729 4984.1163 "Ni 1"
0.244 4984.6041 "Fe 1"
0.28 4984.6282 "Fe 1"
0.724 4985.2526 "Fe 1"
0.78 4985.5465 "Fe 1"
0.29 4985.9828 "Fe 1"
0.507 4986.2221 "Fe 1"
0.215 4986.9034 "Fe 1"
0.267 4988.3521 "Fe 1"
0.694 4988.9493 "Fe 1"
0.641 4988.9501 "Fe 1"
0.471 4989.13 "Ti 1"
0.823 4991.066 "Ti 1"
0.708 4991.2675 "Fe 1"
0.669 4991.2683 "Fe 1"
0.3 4991.8659 "Fe 1"
0.464 4993.3502 "Fe 2"
0.314 4993.6794 "Fe 1"
0.483 4993.6805 "Fe 1"
0.46 4993.7505 "Fe 1"
0.844 4994.129 "Fe 1"
0.292 4995.4074 "Fe 1"
0.286 4995.6503 "Ni 1"
0.213 4996.5349 "Fe 1"
0.524 4996.8444 "Ni 1"
0.536 4997.0967 "Ti 1"
0.465 4997.9618 "Fe 1"
0.605 4998.2242 "Ni 1"
0.387 4999.1119 "Fe 1"
0.216 4999.46 "La 2"
0.81 4999.503 "Ti 1"
0.477 5000.2109 "Fe 1"
0.649 5000.3427 "Ni 1"
0.518 5000.99 "Ti 1"
0.791 5001.863 "Fe 1"
0.439 5001.8645 "Fe 1"
0.584 5002.5829 "Fe 1"
0.664 5002.7919 "Fe 1"
0.507 5003.7407 "Ni 1"
0.506 5004.0432 "Fe 1"
0.225 5004.3398 "Fe 1"
0.217 5004.8938 "Mn 1"
0.307 5005.1672 "Ti 2"
0.793 5005.712 "Fe 1"
0.528 5006.0594 "Si 1"
0.846 5006.1183 "Fe 1"
0.795 5007.2093 "Ti 1"
0.74 5007.274 "Fe 1"
0.248 5007.7302 "Fe 1"
0.401 5008.6415 "Fe 1"
0.465 5009.6447 "Ti 1"
0.477 5010.0226 "Ni 1"
0.253 5010.2088 "Ti 2"
0.438 5010.2688 "Fe 1"
0.555 5010.9381 "Ni 1"
0.881 5012.0676 "Fe 1"
0.615 5012.1566 "Fe 1"
0.594 5012.4405 "Fe 1"
0.618 5012.4426 "Ni 1"
0.323 5012.6944 "Fe 1"
0.556 5013.28 "Ti 1"
0.501 5013.313 "Cr 1"
0.54 5013.6863 "Ti 2"
0.741 5014.1861 "Ti 1"
0.496 5014.2198 "Ni 1"
0.78 5014.2762 "Ti 1"
0.75 5014.9422 "Fe 1"
0.207 5015.3145 "Fe 1"
0.702 5016.1609 "Ti 1"
0.376 5016.477 "Fe 1"
0.581 5016.8808 "Fe 1"
0.721 5017.576 "Ni 1"
0.637 5018.2815 "Ni 1"
0.841 5018.4356 "Fe 2"
0.287 5019.6587 "Fe 1"
0.308 5019.7308 "Fe 1"
0.727 5020.0263 "Ti 1"
0.372 5020.4939 "Fe 1"
0.259 5020.6969 "Mn 1"
0.609 5021.5894 "Fe 1"
0.486 5021.6812 "Fe 1"
0.367 5021.901 "Cr 1"
0.577 5021.9398 "Fe 1"
0.716 5022.2352 "Fe 1"
0.633 5022.7891 "Fe 1"
0.728 5022.8679 "Ti 1"
0.401 5023.1853 "Fe 1"
0.344 5023.497 "Fe 1"
0.438 5024.7918 "Fe 1"
0.699 5024.8444 "Ti 1"
0.25 5025.0808 "Fe 1"
0.222 5025.3026 "Fe 1"
0.585 5025.57 "Ti 1"
0.721 5027.1222 "Fe 1"
0.538 5027.2254 "Fe 1"
0.434 5027.7563 "Fe 1"
0.548 5027.7567 "Fe 1"
0.7 5028.1258 "Fe 1"
0.559 5029.6175 "Fe 1"
0.328 5030.7778 "Fe 1"
0.668 5031.021 "Sc 2"
0.375 5031.0375 "Fe 1"
0.335 5031.9137 "Fe 1"
0.305 5032.7271 "Ni 1"
0.588 5034.4594 "Fe 1"
0.745 5035.3622 "Ni 1"
0.7 5035.903 "Ti 1"
0.687 5035.9719 "Ni 1"
0.587 5036.2682 "Fe 1"
0.69 5036.4639 "Ti 1"
0.353 5036.9214 "Fe 1"
0.674 5038.3979 "Ti 1"
0.604 5038.5908 "Ni 1"
0.667 5039.2511 "Fe 1"
0.462 5039.3573 "Ni 1"
0.756 5039.9574 "Ti 1"
0.22 5040.2534 "Fe 1"
0.317 5040.6136 "Ti 1"
0.21 5040.7404 "Ni 1"
0.662 5040.8517 "Fe 1"
0.681 5040.9061 "Fe 1"
0.249 5041.0174 "Ni 1"
0.835 5041.0713 "Fe 1"
0.666 5041.618 "Ca 1"
0.853 5041.7554 "Fe 1"
0.616 5041.8485 "Fe 1"
0.613 5042.1865 "Ni 1"
0.35 5043.5838 "Ti 1"
0.684 5044.2106 "Fe 1"
0.234 5045.414 "Ti 1"
0.203 5047.6973 "Fe 1"
0.539 5048.0572 "Ni 1"
0.255 5048.1801 "Fe 1"
0.308 5048.2351 "Ni 1"
0.647 5048.4355 "Fe 1"
0.391 5048.748 "Cr 1"
0.612 5048.847 "Ni 1"
0.841 5049.8192 "Fe 1"
0.576 5051.5079 "Ni 1"
0.863 5051.6342 "Fe 1"
0.519 5051.897 "Cr 1"
0.331 5052.8685 "Ti 1"
0.525 5054.6423 "Fe 1"
0.221 5055.9916 "Fe 1"
0.261 5056.8412 "Fe 1"
0.44 5057.4807 "Fe 1"
0.397 5057.982 "Ni 1"
0.546 5060.0354 "Fe 1"
0.637 5060.0782 "Fe 1"
0.228 5062.0716 "Fe 1"
0.283 5062.1021 "Ti 1"
0.391 5064.5832 "Fe 1"
0.768 5064.6526 "Ti 1"
0.529 5064.9519 "Fe 1"
0.738 5065.0174 "Fe 1"
0.623 5065.1924 "Fe 1"
0.244 5065.908 "Cr 1"
0.348 5065.9851 "Ti 1"
0.605 5067.149 "Fe 1"
0.375 5067.713 "Cr 1"
0.369 5068.292 "Cr 1"
0.794 5068.7655 "Fe 1"
0.341 5068.7881 "Ni 1"
0.331 5071.4673 "Ti 1"
0.418 5071.5102 "Fe 1"
0.643 5072.0778 "Fe 1"
0.363 5072.2864 "Ti 2"
0.629 5072.6715 "Fe 1"
0.586 5072.926 "Cr 1"
0.718 5074.7475 "Fe 1"
0.341 5074.7877 "Mn 1"
0.617 5076.2637 "Fe 1"
0.349 5076.33 "Ni 1"
0.694 5078.974 "Fe 1"
0.78 5079.2222 "Fe 1"
0.815 5079.7394 "Fe 1"
0.554 5079.9584 "Ni 1"
0.401 5080.3517 "Fe 1"
0.741 5080.5325 "Ni 1"
0.207 5080.9353 "Fe 1"
0.712 5081.1103 "Ni 1"
0.208 5081.574 "Sc 1"
0.617 5082.3441 "Ni 1"
0.843 5083.338 "Fe 1"
0.701 5084.0957 "Ni 1"
0.314 5085.4778 "Ni 1"
0.396 5087.0582 "Ti 1"
0.646 5087.419 "Y 2"
0.376 5088.1526 "Fe 1"
0.466 5088.5377 "Ni 1"
0.365 5088.9557 "Ni 1"
0.683 5090.7726 "Fe 1"
0.686 5090.774 "Fe 1"
0.444 5091.883 "Cr 1"
0.407 5094.4107 "Ni 1"
0.509 5096.8629 "Ni 1"
0.698 5096.9972 "Fe 1"
0.55 5097.4821 "Fe 1"
0.684 5098.5722 "Fe 1"
0.786 5098.6981 "Fe 1"
0.594 5099.0767 "Fe 1"
0.632 5099.3202 "Ni 1"
0.682 5099.9304 "Ni 1"
0.257 5100.6549 "Fe 2"
0.25 5102.6475 "Fe 1"
0.572 5102.9659 "Ni 1"
0.402 5104.0301 "Fe 1"
0.287 5104.1891 "Fe 1"
0.359 5104.4372 "Fe 1"
0.722 5105.537 "Cu 1"
0.231 5106.4573 "Fe 1"
0.826 5107.4471 "Fe 1"
0.823 5107.6405 "Fe 1"
0.431 5108.3966 "Fe 1"
0.58 5109.6514 "Fe 1"
0.656 5110.358 "Fe 1"
0.875 5110.4128 "Fe 1"
0.265 5110.749 "Cr 1"
0.204 5113.125 "Cr 1"
0.468 5113.4401 "Ti 1"
0.654 5115.3922 "Ni 1"
0.222 5115.7767 "Fe 1"
0.233 5116.0427 "Fe 1"
0.298 5117.93 "Mn 1"
0.233 5119.1122 "Y 2"
0.217 5120.3438 "Fe 2"
0.47 5120.4152 "Ti 1"
0.418 5121.5562 "Ni 1"
0.616 5121.6386 "Fe 1"
0.258 5122.1149 "Cr 1"
0.213 5122.99 "La 2"
0.464 5123.2105 "Y 2"
0.288 5123.46 "Cr 1"
0.824 5123.7196 "Fe 1"
0.241 5124.6187 "Fe 1"
0.737 5125.1163 "Fe 1"
0.721 5125.1171 "Fe 1"
0.586 5125.2319 "Ni 1"
0.202 5125.836 "Fe 1"
0.617 5126.1922 "Fe 1"
0.568 5126.193 "Fe 1"
0.66 5126.8255 "Ni 1"
0.812 5127.3587 "Fe 1"
0.306 5127.6796 "Fe 1"
0.203 5128.0831 "Ni 1"
0.647 5129.1562 "Ti 2"
0.59 5129.371 "Ni 1"
0.432 5129.6308 "Fe 1"
0.33 5130.3594 "Ni 1"
0.224 5130.59 "Nd 2"
0.713 5131.4678 "Fe 1"
0.558 5131.7676 "Ni 1"
0.327 5132.6613 "Fe 2"
0.298 5133.4654 "Co 1"
0.757 5133.6876 "Fe 1"
0.224 5136.0914 "Fe 1"
0.746 5137.0738 "Ni 1"
0.693 5137.3813 "Fe 1"
0.811 5139.2503 "Fe 1"
0.518 5139.258 "Ni 1"
0.836 5139.462 "Fe 1"
0.325 5139.646 "Cr 1"
0.361 5140.8178 "Fe 1"
0.754 5141.7384 "Fe 1"
0.319 5142.4451 "Fe 1"
0.623 5142.4935 "Fe 1"
0.692 5142.5401 "Fe 1"
0.671 5142.7763 "Ni 1"
0.616 5142.9279 "Ni 1"
0.828 5142.9282 "Fe 1"
0.362 5143.7226 "Fe 1"
0.244 5144.667 "Cr 1"
0.658 5145.0937 "Fe 1"
0.52 5145.4602 "Ti 1"
0.28 5146.1178 "Fe 2"
0.695 5146.482 "Ni 1"
0.214 5146.7515 "Co 1"
0.574 5147.4777 "Ti 1"
0.687 5148.0419 "Fe 1"
0.701 5148.2283 "Fe 1"
0.213 5150.1702 "Cr 1"
0.339 5150.1968 "Fe 1"
0.831 5150.8389 "Fe 1"
0.347 5150.93 "Mn 1"
0.795 5151.9105 "Fe 1"
0.562 5152.1835 "Ti 1"
0.518 5153.2307 "Cu 1"
0.248 5153.4024 "Na 1"
0.636 5154.068 "Ti 2"
0.501 5154.1002 "Fe 1"
0.206 5154.4011 "Fe 2"
0.525 5155.1259 "Ni 1"
0.666 5155.7639 "Ni 1"
0.218 5156.3586 "Co 1"
0.38 5157.7065 "Ni 1"
0.319 5157.9804 "Ni 1"
0.611 5159.057 "Fe 1"
0.742 5162.272 "Fe 1"
