Wavelength, Species, Priority
3073.9675, Fe1, 0.889
3073.9785, Fe1, 0.951
3074.1483, Fe1, 0.894
3074.3698, OH1, 0.678
3074.4605, Cr1, 0.533
3074.4835, Fe1, 0.93
3074.6443, V2, 0.48
3074.6718, Cr2, 0.241
3074.9006, Cr2, 0.304
3074.9029, Fe1, 0.563
3075.111, Fe1, 0.366
3075.124, OH1, 0.736
3075.224, Ti2, 0.993
3075.2244, Fe2, 0.694
3075.2654, V1, 0.263
3075.3338, OH1, 0.746
3075.455, Nd2, 0.366
3075.4635, V2, 0.542
3075.5722, Fe1, 0.797
3075.7194, Fe1, 0.993
3075.8835, Cr1, 0.633
3075.895, Zn1, 0.95
3075.9876, Fe1, 0.846
3076.0076, V2, 0.715
3076.2297, Fe1, 0.292
3076.2715, Fe1, 0.903
3076.399, Fe1, 0.711
3076.4351, Fe2, 0.697
3076.537, Fe1, 0.43
3076.5707, Cr1, 0.421
3076.8309, Fe1, 0.65
3076.863, Nb2, 0.392
3076.928, Gd2, 0.368
3076.9519, Ca1, 0.478
3077.0281, OH1, 0.592
3077.1638, Cr1, 0.672
3077.1689, Fe2, 0.936
3077.2272, Cr2, 0.718
3077.3199, Fe1, 0.661
3077.5494, Fe1, 0.896
3077.59, Cr2, 0.651
3077.6052, Lu2, 0.245
3077.6362, Fe1, 0.949
3077.716, Os1, 0.24
3077.7568, Cr2, 0.749
3077.829, Cr1, 0.587
3077.8294, Cr1, 0.537
3077.9891, Ni1, 0.459
3078.0154, Fe1, 0.978
3078.0715, OH1, 0.722
3078.3092, Fe1, 0.571
3078.3542, Fe1, 0.868
3078.3713, OH1, 0.707
3078.4315, Fe1, 0.964
3078.4387, OH1, 0.612
3078.4411, Fe2, 0.708
3078.471, OH1, 0.51
3078.6442, Ti2, 0.993
3078.6799, Fe2, 0.809
3078.9152, Fe1, 0.599
3079.2611, Fe1, 0.893
3079.3192, Cr2, 0.66
3079.3587, Fe2, 0.333
3079.364, Nd2, 0.247
3079.3754, Co1, 0.941
3079.398, Co1, 0.638
3079.6064, Fe1, 0.553
3079.6242, Mn1, 0.888
3079.6285, Fe1, 0.681
3079.8347, Fe1, 0.75
3079.9524, OH1, 0.765
3079.9885, Fe1, 0.938
3080.0065, OH1, 0.479
3080.1088, Fe1, 0.958
3080.145, Ti2, 0.212
3080.2317, OH1, 0.466
3080.4157, Fe2, 0.683
3080.5893, Fe1, 0.81
3080.7123, Cr1, 0.271
3080.7525, Ni1, 0.992
3080.7926, Ca1, 0.727
3080.8762, Fe1, 0.813
3080.9981, V2, 0.525
3081.0013, Fe1, 0.915
3081.2159, Fe1, 0.67
3081.2535, V2, 0.689
3081.2535, OH1, 0.696
3081.2863, Fe1, 0.278
3081.3265, Mn1, 0.745
3081.4689, Ti2, 0.776
3081.4737, Fe1, 0.789
3081.4877, Cr1, 0.32
3081.52, Ti2, 0.78
3081.545, OH1, 0.823
3081.5914, Ca1, 0.231
3081.6119, Fe1, 0.731
3081.6201, OH1, 0.447
3081.6639, OH1, 0.627
3081.6993, Fe1, 0.481
3081.729, Fe1, 0.718
3081.8296, Fe1, 0.877
3081.921, Cr1, 0.506
3081.996, Gd2, 0.771
3082.0064, V1, 0.254
3082.0377, Mn1, 0.838
3082.0659, OH1, 0.677
3082.1095, V1, 0.852
3082.153, Al1, 0.992
3082.2181, Mn1, 0.262
3082.5267, V2, 0.774
3082.6184, Co1, 0.977
3082.6634, Fe2, 0.237
3082.6952, Mn1, 0.347
3082.8502, Co1, 0.471
3083.0157, Fe2, 0.757
3083.0521, Fe1, 0.898
3083.1466, Fe1, 0.913
3083.2093, V2, 0.727
3083.2781, OH1, 0.848
3083.3577, Fe1, 0.278
3083.3742, OH1, 0.407
3083.4876, Fe1, 0.894
3083.5334, Fe1, 0.893
3083.5403, V1, 0.243
3083.6011, Cr2, 0.732
3083.7004, Fe1, 0.928
3083.7407, Fe1, 0.993
3083.7493, Co1, 0.273
3084.0476, OH1, 0.273
3084.0698, Fe1, 0.567
3084.464, Cr2, 0.727
3084.5726, Mn2, 0.303
3084.5907, Cr1, 0.402
3084.6728, Fe1, 0.785
3084.816, Ti1, 0.28
3084.8947, OH1, 0.663
3085.1989, OH1, 0.861
3085.2922, Fe1, 0.717
3085.316, OH1, 0.366
3085.3399, Cr2, 0.651
3085.6272, Mn1, 0.454
3085.8375, Mn1, 0.203
3086.1582, Fe1, 0.354
3086.2115, V2, 0.56
3086.2237, OH1, 0.638
3086.3909, OH1, 0.701
3086.457, Zr2, 0.827
3086.4733, Mn1, 0.238
3086.5002, V2, 0.739
3086.524, Fe1, 0.944
3086.7781, Co1, 0.979
3086.8175, Ti1, 0.367
3087.0692, Ni2, 0.892
3087.0875, Ni1, 0.804
3087.3419, OH1, 0.868
3087.4311, Fe1, 0.907
3087.4811, OH1, 0.322
3087.5474, Cr1, 0.29
3087.5478, Fe1, 0.519
3087.7494, Fe1, 0.876
3087.8043, Co1, 0.845
3087.8707, Fe1, 0.542
3087.874, Cr2, 0.726
3088.0257, Ti2, 0.994
3088.0261, Ni1, 0.536
3088.1094, V1, 0.333
3088.1728, Fe1, 0.91
3088.2142, Fe1, 0.798
3088.2429, Fe1, 0.846
3088.3499, Fe1, 0.925
3088.5082, Fe1, 0.888
3088.6765, Co1, 0.416
3088.7508, Fe1, 0.925
3089.004, Zr2, 0.672
3089.0076, OH1, 0.624
3089.125, V1, 0.262
3089.3881, Fe2, 0.738
3089.4001, Ti2, 0.965
3089.44, Ti2, 0.964
3089.5025, Fe1, 0.927
3089.5944, Co1, 0.967
3089.6176, V2, 0.315
3089.6186, Fe1, 0.897
3089.7349, OH1, 0.872
3089.7738, OH1, 0.366
3089.8121, OH1, 0.348
3089.8493, OH1, 0.767
3089.8666, OH1, 0.652
3089.8892, Ti2, 0.809
3089.8944, OH1, 0.284
3089.9601, Fe1, 0.45
3090.0513, Mn1, 0.552
3090.1361, Fe1, 0.51
3090.1372, Ti1, 0.585
3090.2048, Fe1, 0.932
3090.2531, Co1, 0.854
3090.2712, OH1, 0.36
3090.3125, Fe1, 0.324
3090.3406, Fe1, 0.489
3090.3677, OH1, 0.817
3090.453, OH1, 0.274
3090.4855, OH1, 0.453
3090.7262, Fe1, 0.843
3090.8621, OH1, 0.597
3090.9948, Fe1, 0.74
3091.064, Mg1, 0.983
3091.0883, Fe1, 0.914
3091.1912, OH1, 0.753
3091.2361, Fe1, 0.822
3091.2449, OH1, 0.335
3091.3625, OH1, 0.842
3091.4341, V1, 0.292
3091.5764, Fe1, 0.992
3091.641, Fe1, 0.395
3091.6659, Cr1, 0.822
3091.6924, Fe1, 0.828
3091.8755, Fe1, 0.682
3092.0886, Fe1, 0.944
3092.235, Fe1, 0.844
3092.3966, OH1, 0.874
3092.4804, Fe1, 0.905
3092.544, Mn1, 0.219
3092.5774, OH1, 0.253
3092.6505, OH1, 0.304
3092.71, Al1, 0.992
3092.781, Fe1, 0.957
3092.7902, OH1, 0.855
3092.839, Al1, 0.986
3092.939, Nd2, 0.47
3092.982, Mg1, 0.98
3092.9863, Mg1, 0.986
3093.0977, Fe1, 0.317
3093.1002, V2, 0.99
3093.1576, V2, 0.931
3093.3023, Fe1, 0.835
3093.4687, Cr2, 0.835
3093.5228, Fe1, 0.884
3093.6097, OH1, 0.583
3093.7236, OH1, 0.452
3093.7898, V1, 0.263
3093.8048, Fe1, 0.97
3093.8776, Fe1, 0.96
3093.9464, Cr2, 0.775
3094.077, Fe1, 0.777
3094.174, Nb2, 0.879
3094.1973, V2, 0.923
3094.2328, Fe1, 0.902
3094.2941, Fe1, 0.938
3094.3107, Cr1, 0.245
3094.4593, OH1, 0.272
3094.6193, OH1, 0.862
3094.6935, V1, 0.23
3094.7992, Fe1, 0.387
3094.865, Fe1, 0.936
3094.8687, Fe1, 0.879
3094.8996, Fe1, 0.944
3094.9225, Cr2, 0.654
3095.0568, Fe1, 0.265
3095.07, Zr2, 0.914
3095.209, Cr2, 0.339
3095.2108, Fe1, 0.588
3095.2156, Ca1, 0.249
3095.2665, Fe1, 0.941
3095.2756, Fe1, 0.933
3095.3442, OH1, 0.875
3095.3744, Fe1, 0.741
3095.376, Cr1, 0.507
3095.3936, Fe1, 0.937
3095.5454, OH1, 0.218
3095.7157, Co1, 0.53
3095.8538, Cr1, 0.599
3095.877, Y2, 0.604
3096.0004, OH1, 0.55
3096.0446, Fe1, 0.938
3096.1101, Cr2, 0.802
3096.1226, OH1, 0.783
3096.1587, Fe1, 0.892
3096.2938, Fe2, 0.87
3096.3362, OH1, 0.479
3096.3688, OH1, 0.391
3096.3781, Mn1, 0.385
3096.4163, Ti2, 0.895
3096.5275, Cr1, 0.446
3096.6126, Fe1, 0.911
3096.6502, OH1, 0.241
3096.7001, Co1, 0.242
3096.7661, Fe1, 0.225
3096.7777, Sc2, 0.409
3096.7815, Ni1, 0.745
3096.8315, OH1, 0.866
3096.8473, Fe1, 0.275
3096.8771, Fe1, 0.94
3096.8838, Fe1, 0.756
3096.884, Mg1, 0.951
3096.887, Mg1, 0.98
3096.8911, Mg1, 0.988
3096.9879, Mn1, 0.593
3097.0236, Mn1, 0.229
3097.0556, Mn1, 0.488
3097.1168, Ni1, 0.99
3097.182, Ti2, 0.973
3097.3386, Fe1, 0.864
3097.4173, Fe2, 0.673
3097.4936, Fe1, 0.878
3097.6087, Ti2, 0.839
3097.7795, Fe1, 0.958
3097.8433, Fe1, 0.27
3097.953, Fe1, 0.751
3098.154, Cr2, 0.653
3098.1884, Fe1, 0.963
3098.1968, Co1, 0.957
3098.1995, Fe1, 0.607
3098.2656, Cr1, 0.445
3098.3679, Cr1, 0.542
3098.461, Nd2, 0.317
3098.5455, Fe1, 0.914
3098.589, OH1, 0.874
3098.647, Gd2, 0.272
3098.7181, OH1, 0.537
3098.8108, Fe1, 0.881
3098.9672, Fe1, 0.887
3099.0049, Fe1, 0.872
3099.11, Ni1, 0.989
3099.1175, Fe1, 0.348
3099.181, Nb2, 0.215
3099.189, Er2, 0.294
3099.2123, OH1, 0.208
3099.228, Zr2, 0.905
3099.267, Fe1, 0.454
3099.3036, Ca1, 0.41
3099.4141, OH1, 0.867
3099.4972, Fe1, 0.876
3099.5409, OH1, 0.486
3099.5957, OH1, 0.575
3099.6611, Co1, 0.629
3099.6711, Fe1, 0.847
3099.8944, Fe1, 0.992
3099.9213, Fe1, 0.909
3099.9678, Fe1, 0.993
3100.2576, Mn1, 0.482
3100.3033, Fe1, 0.993
3100.3085, Mn1, 0.456
3100.504, Gd2, 0.855
3100.6633, Ti1, 0.882
3100.6646, Fe1, 0.993
3100.6728, Ti1, 0.629
3100.6766, Fe1, 0.903
3100.8361, Fe1, 0.961
3100.9361, V2, 0.88
3101.002, Fe1, 0.955
3101.23, OH1, 0.802
3101.386, Hf2, 0.239
3101.4854, Ti1, 0.469
3101.5015, Fe1, 0.904
3101.5125, Mn1, 0.568
3101.5275, Ti2, 0.92
3101.5569, Ni1, 0.994
3101.5979, Fe1, 0.916
3101.6577, OH1, 0.504
3101.7652, Ti1, 0.376
3101.8417, Fe2, 0.358
3101.8777, Ni1, 0.993
3101.888, Fe2, 0.672
3101.8915, Cr1, 0.817
3101.929, Dy2, 0.23
3101.9685, Fe1, 0.232
3102.1437, OH1, 0.872
3102.2577, Fe1, 0.332
3102.3005, V2, 0.989
3102.3596, OH1, 0.867
3102.4058, Co1, 0.641
3102.5045, Ti1, 0.463
3102.554, Gd2, 0.337
3102.6362, Fe1, 0.941
3102.8692, Fe1, 0.942
3102.9706, Ti2, 0.915
3103.2683, OH1, 0.472
3103.3444, OH1, 0.678
3103.3701, Ce2, 0.206
3103.3888, Fe1, 0.277
3103.4738, Cr2, 0.788
3103.7368, Co1, 0.76
3103.764, Fe1, 0.91
3103.8029, Ti2, 0.967
3103.8513, Fe1, 0.82
3103.8537, Fe1, 0.854
3103.9874, Co1, 0.245
3104.0409, Co1, 0.624
3104.3509, OH1, 0.492
3104.5739, Cr1, 0.677
3104.588, La2, 0.261
3104.5882, Ti2, 0.896
3104.715, Mg2, 0.375
3104.805, Mg2, 0.318
3104.9091, V2, 0.783
3105.0799, Ti2, 0.973
3105.1672, Fe2, 0.881
3105.2214, Ti1, 0.355
3105.407, Nd2, 0.303
3105.4603, Ni1, 0.989
3105.5033, Cr1, 0.53
3105.5529, Fe2, 0.875
3105.5617, Fe1, 0.771
3105.6569, Fe1, 0.895
3105.6663, OH1, 0.866
3105.9236, Co1, 0.49
3105.9702, V2, 0.476
3106.0194, OH1, 0.869
3106.1412, Co1, 0.533
3106.165, Nd2, 0.241
3106.2306, Ti2, 0.98
3106.5026, Fe1, 0.625
3106.5368, Fe1, 0.654
3106.5456, OH1, 0.813
3106.5637, Fe2, 0.862
3106.576, Zr2, 0.897
3106.6285, V2, 0.548
3106.8036, Ti1, 0.801
3107.0445, Co1, 0.558
3107.0591, Cr1, 0.621
3107.1323, Fe1, 0.499
3107.3246, Fe1, 0.871
3107.3701, Sc2, 0.421
3107.3928, Ca1, 0.437
3107.41, Sc2, 0.376
3107.4578, OH1, 0.44
3107.4627, Ti1, 0.739
3107.5414, Co1, 0.351
3107.5554, OH1, 0.736
3107.5633, Cr2, 0.817
3107.6245, Fe1, 0.52
3107.7143, Ni1, 0.957
3107.7714, Mn1, 0.431
3107.8553, OH1, 0.452
3107.9639, Fe1, 0.861
3107.9816, Fe1, 0.879
3108.2064, Co1, 0.415
3108.5536, Ca1, 0.57
3108.6274, Mn1, 0.214
3108.6505, Cr2, 0.763
3108.7056, V2, 0.793
3108.8783, Ti2, 0.801
3108.9121, Fe1, 0.357
3108.9541, Fe1, 0.23
3109.11, Hf2, 0.403
3109.3254, Cr1, 0.63
3109.3346, OH1, 0.863
3109.3708, V2, 0.518
3109.4917, V2, 0.59
3109.5086, Co1, 0.266
3109.5942, Fe1, 0.241
3109.6118, Fe1, 0.869
3109.76, Dy2, 0.289
3109.9302, Ti2, 0.312
3110.0204, Co1, 0.876
3110.0581, Fe1, 0.344
3110.0683, V2, 0.217
3110.0803, Ti2, 0.918
3110.1077, Fe1, 0.906
3110.1921, Mn2, 0.481
3110.1946, Fe1, 0.919
3110.2256, OH1, 0.865
3110.2764, Fe1, 0.942
3110.4261, Fe1, 0.851
3110.5298, OH1, 0.442
3110.6095, Co1, 0.49
3110.6519, Fe1, 0.902
3110.6721, Ti2, 0.956
3110.6747, Mn1, 0.688
3110.7101, V2, 0.988
3110.7392, Cr1, 0.293
3110.8209, Co1, 0.859
3110.832, Mn1, 0.355
3110.8356, Fe1, 0.964
3110.859, Cr1, 0.552
3110.874, Zr2, 0.898
3110.9185, Fe1, 0.922
3110.9612, Fe1, 0.857
3111.0765, Fe1, 0.294
3111.144, Zr2, 0.67
3111.2789, Ti1, 0.791
3111.3383, Co1, 0.234
3111.355, Cr1, 0.346
3111.4282, Fe1, 0.678
3111.645, Fe1, 0.282
3111.6827, Fe1, 0.933
3111.6898, Fe1, 0.502
3111.9436, Cr2, 0.738
3112.0294, Y2, 0.354
3112.0492, Ti2, 0.946
3112.0633, OH1, 0.404
3112.0772, Fe1, 0.946
3112.0923, OH1, 0.82
3112.1825, OH1, 0.77
3112.2365, Fe1, 0.853
3112.4766, Fe1, 0.748
3112.4808, Ti1, 0.63
3112.907, Cr1, 0.509
3113.1177, Mn1, 0.201
3113.3649, OH1, 0.859
3113.4261, Fe1, 0.916
3113.4763, Co1, 0.923
3113.5613, V2, 0.669
3113.5878, Fe1, 0.922
3113.6656, Fe1, 0.845
3113.7876, Mn1, 0.245
3113.7888, Cr1, 0.299
3113.8184, Fe1, 0.48
3114.038, Pd1, 0.56
3114.0568, Fe1, 0.953
3114.0852, Co1, 0.336
3114.0883, Ti1, 0.825
3114.1244, Ni1, 0.99
3114.1489, Fe1, 0.212
3114.2956, Fe2, 0.898
3114.6176, OH1, 0.398
3114.6836, Fe2, 0.857
3114.773, OH1, 0.859
3115.0068, Fe1, 0.86
3115.0555, Ti2, 0.869
3115.167, Nd2, 0.483
3115.1931, Fe1, 0.402
3115.2617, Fe1, 0.423
3115.2777, Cr2, 0.755
3115.3537, Fe2, 0.599
3115.4609, Mn1, 0.509
3115.4914, Fe2, 0.36
3115.4951, Cr1, 0.235
3115.5418, Cr2, 0.299
3115.6195, Fe1, 0.616
3115.6437, Cr2, 0.601
3115.6588, Fe1, 0.902
3115.745, Zr2, 0.268
3115.7656, Mn1, 0.253
3115.8593, Fe1, 0.856
3115.8646, Fe1, 0.885
3116.132, Nd2, 0.39
3116.1925, Fe1, 0.651
3116.212, Fe1, 0.628
3116.2832, Fe1, 0.854
3116.3861, Fe1, 0.882
3116.4714, Fe1, 0.854
3116.5042, Fe1, 0.942
3116.5438, Fe1, 0.466
3116.5796, Fe2, 0.9
3116.6163, Fe1, 0.506
3116.6314, Fe1, 0.988
3116.7133, Ni1, 0.855
3116.7365, Cr2, 0.71
3116.7473, Co1, 0.387
3117.0517, OH1, 0.362
3117.1936, OH1, 0.787
3117.2545, Cr2, 0.761
3117.2786, OH1, 0.387
3117.4534, Ti1, 0.541
3117.6395, Fe1, 0.94
3117.6536, Ca1, 0.573
3117.6665, Ti2, 0.971
3117.7633, OH1, 0.853
3117.8889, OH1, 0.823
3117.898, Ti1, 0.55
3117.9624, Ti1, 0.356
3118.1223, Mn1, 0.256
3118.1241, Ti1, 0.847
3118.1364, Cr2, 0.764
3118.2501, Co1, 0.886
3118.3816, V2, 0.987
3118.4676, Fe1, 0.94
3118.5503, Ni1, 0.751
3118.642, Co1, 0.291
3118.646, Cr2, 0.979
3118.7362, Fe2, 0.456
3118.822, Ti2, 0.917
3119.0343, Fe1, 0.835
3119.2522, Cr1, 0.742
3119.3215, V2, 0.307
3119.4311, Fe1, 0.867
3119.4948, Fe1, 0.971
3119.5818, Fe1, 0.872
3119.587, As1, 0.244
3119.6719, OH1, 0.852
3119.6885, Cr1, 0.392
3119.7227, Ti1, 0.91
3119.7878, Ni2, 0.543
3119.7998, Ti2, 0.969
3119.944, Gd2, 0.274
3119.9804, Ti1, 0.266
3120.0145, Fe2, 0.426
3120.0173, Fe1, 0.492
3120.0318, Fe1, 0.876
3120.0868, Fe1, 0.243
3120.0952, Co1, 0.834
3120.2026, Ti1, 0.336
3120.2323, Fe1, 0.919
3120.3289, Mn1, 0.661
3120.3585, Cr2, 0.982
3120.4352, Fe1, 0.965
3120.4458, Fe1, 0.89
3120.633, Cr1, 0.38
3120.7315, V2, 0.865
3120.8751, Fe1, 0.953
3121.044, Cr2, 0.596
3121.0446, Fe1, 0.258
3121.147, V2, 0.976
3121.1632, Fe1, 0.821
3121.4175, Co1, 0.969
3121.4906, Fe1, 0.601
3121.5661, Co1, 0.955
3121.5978, Ti2, 0.959
3121.648, OH1, 0.434
3121.7566, Fe1, 0.741
3121.767, OH1, 0.415
3121.7794, Fe1, 0.808
3121.7938, Cr2, 0.699
3121.8753, OH1, 0.445
3121.9654, Cr2, 0.566
3121.9686, OH1, 0.349
3122.0697, Ti2, 0.92
3122.2128, OH1, 0.386
3122.2939, Fe1, 0.928
3122.3332, Fe1, 0.642
3122.4026, OH1, 0.323
3122.4665, OH1, 0.449
3122.5351, OH1, 0.847
3122.5427, Fe1, 0.892
3122.5655, OH1, 0.796
3122.5963, Cr2, 0.883
3122.6673, Fe1, 0.44
3122.783, Au1, 0.275
3122.9026, V2, 0.769
3122.9619, OH1, 0.348
3123.014, Cr1, 0.65
3123.0731, Ti1, 0.894
3123.199, Fe1, 0.909
3123.2594, Fe1, 0.826
3123.289, Fe1, 0.735
3123.3468, Fe1, 0.906
3123.4388, OH1, 0.447
3123.773, Ti1, 0.862
3123.9478, OH1, 0.823
3123.9842, OH1, 0.295
3124.002, Gd2, 0.222
3124.0909, Fe1, 0.841
3124.4855, Fe1, 0.661
3124.6199, OH1, 0.338
3124.7388, Ti1, 0.205
3124.8055, OH1, 0.439
3124.817, Ge1, 0.706
3124.8851, Fe1, 0.933
3124.9332, OH1, 0.844
3124.973, Cr2, 0.984
3125.0259, V2, 0.772
3125.0317, Fe1, 0.839
3125.065, Cr2, 0.823
3125.0725, Ni1, 0.621
3125.199, Zr2, 0.519
3125.2398, OH1, 0.23
3125.2676, Fe1, 0.87
3125.2856, V2, 0.986
3125.4685, Cr2, 0.714
3125.5457, Ti1, 0.27
3125.6346, Ti1, 0.422
3125.6412, Fe1, 0.897
3125.6505, Fe1, 0.988
3125.6552, Fe1, 0.208
3125.6824, Fe1, 0.973
3125.6989, Fe1, 0.901
3125.907, Cr1, 0.26
3125.919, Zr2, 0.928
3126.1442, Fe1, 0.901
3126.1448, Fe1, 0.837
3126.1756, Fe1, 0.958
3126.1923, Mn1, 0.284
3126.2194, V2, 0.979
3126.3315, OH1, 0.419
3126.3796, Fe1, 0.201
3126.4688, OH1, 0.407
3126.5819, OH1, 0.426
3126.6254, OH1, 0.425
3126.7209, Co1, 0.278
3126.7585, Fe1, 0.912
3126.8207, Fe1, 0.827
3126.8323, Fe1, 0.338
3127.0424, OH1, 0.386
3127.1309, Fe1, 0.507
3127.2487, Co1, 0.895
3127.34, Fe1, 0.566
3127.3529, OH1, 0.424
3127.4494, Co1, 0.31
3127.6543, Ni1, 0.619
3127.6838, Ti2, 0.234
3127.6842, Ti1, 0.544
3127.6868, OH1, 0.838
3127.8498, Ti2, 0.647
3127.8937, Ti1, 0.285
3127.8968, Ti1, 0.304
3128.0602, OH1, 0.358
3128.1005, OH1, 0.282
3128.2369, Fe1, 0.524
3128.2855, OH1, 0.8
3128.3039, V2, 0.452
3128.406, Dy2, 0.237
3128.4833, Ti2, 0.683
3128.5181, OH1, 0.418
3128.6319, Ti1, 0.549
3128.6917, Cr2, 0.97
3128.6936, V2, 0.724
3128.7302, Ni1, 0.462
3128.7822, OH1, 0.409
3128.8975, Fe1, 0.961
3129.0041, Co1, 0.654
3129.0076, Fe2, 0.598
3129.0704, Ti1, 0.669
3129.1021, Fe1, 0.935
3129.153, Zr2, 0.907
3129.1811, Fe1, 0.254
3129.1912, Ti1, 0.232
3129.3054, Ni1, 0.974
3129.3331, Fe1, 0.972
3129.4845, Co1, 0.43
3129.538, OH1, 0.316
3129.6194, Fe1, 0.949
3129.76, Zr2, 0.936
3129.9316, Y2, 0.217
3129.9372, OH1, 0.296
3130.1261, OH1, 0.406
3130.167, Ti1, 0.552
3130.2116, Fe1, 0.75
3130.2701, V2, 0.979
3130.2805, OH1, 0.821
3130.42, Be2, 0.855
3130.5611, Fe2, 0.606
3130.5689, Cr2, 0.302
3130.5699, OH1, 0.834
3130.783, Nb2, 0.862
3130.7984, Ti2, 0.986
3131.065, Be2, 0.79
3131.2075, Cr1, 0.537
3131.243, Fe1, 0.484
3131.255, Tm2, 0.564
3131.4229, OH1, 0.391
3131.459, Fe1, 0.677
3131.4827, Fe1, 0.581
3131.5022, OH1, 0.27
3131.5329, Cr2, 0.538
3131.5476, Cr2, 0.504
3131.7062, Ni1, 0.595
3131.7215, Fe2, 0.793
3131.8312, Co1, 0.223
3132.0529, Cr2, 0.985
3132.186, OH1, 0.394
3132.218, Co1, 0.731
3132.517, Er2, 0.23
3132.5178, Fe1, 0.956
3132.523, Ni1, 0.853
3132.5832, OH1, 0.291
3132.594, Mo1, 0.896
3132.6454, Fe1, 0.919
3132.7081, Ti1, 0.375
3132.7833, Mn1, 0.202
3132.8259, Cr1, 0.669
3132.8637, Ni2, 0.262
3133.0506, Fe2, 0.848
3133.1022, Fe1, 0.251
3133.173, Fe1, 0.848
3133.2285, OH1, 0.827
3133.319, Ir1, 0.518
3133.3346, V2, 0.976
3133.482, Zr2, 0.86
3133.5188, Fe1, 0.325
3133.6, Nd2, 0.501
3133.858, Gd2, 0.268
3133.888, Tm2, 0.27
3133.9186, Fe1, 0.712
3133.9636, Fe1, 0.87
3133.966, Cr1, 0.543
3133.9934, OH1, 0.208
3134.0768, Fe1, 0.307
3134.1039, Ni1, 0.993
3134.1097, Fe1, 0.985
3134.1372, OH1, 0.247
3134.1379, Ni1, 0.31
3134.1513, Fe1, 0.793
3134.1717, Fe2, 0.49
3134.2547, Fe1, 0.281
3134.3027, Cr2, 0.855
3134.3436, OH1, 0.801
3134.4108, Fe1, 0.929
3134.5195, OH1, 0.368
3134.5742, OH1, 0.22
3134.6353, Fe1, 0.925
3134.6668, Ti1, 0.503
3134.7092, OH1, 0.375
3134.717, Hf2, 0.564
3134.894, Nd2, 0.426
3134.9327, V2, 0.835
3135.0384, Ti1, 0.633
3135.1682, Y2, 0.609
3135.3358, Cr2, 0.798
3135.3402, Fe1, 0.887
3135.3622, Fe2, 0.917
3135.383, Dy2, 0.464
3135.4565, Fe1, 0.936
3135.5909, Fe1, 0.372
3135.7155, Cr2, 0.873
3135.8606, Fe1, 0.962
3136.0842, Fe1, 0.887
3136.1779, OH1, 0.358
3136.5008, Fe1, 0.948
3136.5203, V2, 0.811
3136.5914, OH1, 0.82
3136.6807, Cr2, 0.972
3136.7281, Co1, 0.911
3136.7616, Fe1, 0.684
3136.8946, OH1, 0.817
3136.998, Co1, 0.873
3137.0287, Fe1, 0.489
3137.1108, Cr2, 0.295
3137.3291, Co1, 0.966
3137.4554, Co1, 0.718
3137.5431, Cr2, 0.558
3137.5469, Fe1, 0.403
3137.7056, OH1, 0.353
3137.7518, Co1, 0.544
3137.753, OH1, 0.227
3137.78, Fe1, 0.866
3137.8983, OH1, 0.457
3138.0552, V2, 0.225
3138.0876, OH1, 0.342
3138.1922, Cr1, 0.316
3138.3008, Cr1, 0.465
3138.4, Fe1, 0.605
3138.4442, Fe1, 0.222
3138.5139, Fe1, 0.939
3138.5543, OH1, 0.252
3138.5885, Ni1, 0.27
3138.6248, Ti1, 0.412
3138.678, Zr2, 0.942
3139.0967, Fe1, 0.925
3139.1692, OH1, 0.812
3139.387, Pt1, 0.41
3139.6038, Fe1, 0.846
3139.6575, Fe1, 0.871
3139.7209, Sc2, 0.28
3139.7494, V2, 0.789
3139.7935, OH1, 0.528
3139.8751, Ti1, 0.678
3139.9033, Cr2, 0.554
3139.92, Fe1, 0.874
3139.9454, Co1, 0.961
3139.9811, Co1, 0.765
3140.0611, Ti2, 0.256
3140.0643, Co1, 0.551
3140.2021, Cr2, 0.791
3140.3898, Fe1, 0.955
3140.5062, OH1, 0.214
3140.642, Dy2, 0.256
3140.6716, Fe1, 0.416
3140.7181, Co1, 0.585
3140.7341, OH1, 0.799
3140.8134, Mn1, 0.361
3141.14, Dy2, 0.268
3141.149, Er2, 0.302
3141.1906, OH1, 0.331
3141.197, OH1, 0.248
3141.488, V2, 0.703
3141.5307, Ti1, 0.869
3141.6686, Ti1, 0.758
3141.8035, Cr1, 0.201
3141.8842, Fe1, 0.816
3141.8879, Cr1, 0.267
3141.9112, OH1, 0.578
3142.1459, OH1, 0.316
3142.192, V2, 0.585
3142.2238, Fe2, 0.859
3142.267, Ni1, 0.494
3142.4523, Fe1, 0.955
3142.4641, Fe1, 0.925
3142.4913, V2, 0.911
3142.5244, OH1, 0.287
3142.6713, Mn1, 0.482
3142.728, Cr2, 0.674
3142.8003, Fe1, 0.789
3142.8887, Fe1, 0.963
3142.9094, Fe1, 0.8
3142.952, Fe1, 0.745
3142.9557, Cr2, 0.459
3143.0134, OH1, 0.803
3143.0311, Fe1, 0.816
3143.2421, Fe1, 0.972
3143.3446, Ti1, 0.734
3143.3655, Fe1, 0.913
3143.4874, V2, 0.406
3143.528, Fe1, 0.87
3143.6796, Ti2, 0.66
3143.6821, Cr2, 0.5
3143.7545, Ti2, 0.984
3143.7562, Cr1, 0.633
3143.7995, OH1, 0.81
3143.8125, Co1, 0.257
3143.8545, Fe1, 0.474
3143.8779, Cr2, 0.482
3143.8962, Fe1, 0.85
3143.9902, Fe1, 0.966
