Wavelength, Species, Priority
6881.2569, 7-2_OH, 1.0
6889.321, 7-2_OH, 1.0
6890.7047, 7-2_OH, 1.0
6890.8686, 7-2_OH, 1.0
6894.0876, 7-2_OH, 1.0
6894.6282, 7-2_OH, 1.0
6900.0, HgP_ML_broad, 1.0
6900.797, 7-2_OH, 1.0
6900.8656, 7-2_OH, 1.0
6907.2771, 7-2_OH, 1.0
6907.3172, 7-2_OH, 1.0
6910.4909, 7-2_OH, 1.0
6911.3456, 7-2_OH, 1.0
6912.6029, 7-2_OH, 1.0
6912.644, 7-2_OH, 1.0
6923.1512, 7-2_OH, 1.0
6923.2864, 7-2_OH, 1.0
6927.2254, 7-2_OH, 1.0
6927.3819, 7-2_OH, 1.0
6930.2315, 7-2_OH, 1.0
6931.4712, 7-2_OH, 1.0
6939.5194, 7-2_OH, 1.0
6939.5232, 7-2_OH, 1.0
6948.935, 7-2_OH, 1.0
6949.1529, 7-2_OH, 1.0
6955.0805, 7-2_OH, 1.0
6960.0, HgP_ML_broad, 1.0
6969.8966, 7-2_OH, 1.0
6969.9617, 7-2_OH, 1.0
6978.2578, 7-2_OH, 1.0
6978.5696, 7-2_OH, 1.0
7003.7872, 7-2_OH, 1.0
7003.925, 7-2_OH, 1.0
7011.2031, 7-2_OH, 1.0
7011.6211, 7-2_OH, 1.0
7030.0, HgP_ML_broad, 1.0
7041.2493, 7-2_OH, 1.0
7041.469, 7-2_OH, 1.0
7047.8489, 7-2_OH, 1.0
7048.3796, 7-2_OH, 1.0
7088.2706, 7-2_OH, 1.0
7238.7719, 8-3_OH, 1.0
7238.7877, 8-3_OH, 1.0
7240.1664, 8-3_OH, 1.0
7240.1942, 8-3_OH, 1.0
7240.844, 8-3_OH, 1.0
7240.8555, 8-3_OH, 1.0
7241.3774, 8-3_OH, 1.0
7241.434, 8-3_OH, 1.0
7241.8988, 8-3_OH, 1.0
7241.9686, 8-3_OH, 1.0
7244.8939, 8-3_OH, 1.0
7244.9196, 8-3_OH, 1.0
7245.0834, 8-3_OH, 1.0
7245.1113, 8-3_OH, 1.0
7246.4909, 8-3_OH, 1.0
7246.5439, 8-3_OH, 1.0
7246.5439, 8-3_OH, 1.0
7246.6154, 8-3_OH, 1.0
7253.1237, 8-3_OH, 1.0
7253.1321, 8-3_OH, 1.0
7255.8384, 8-3_OH, 1.0
7255.9501, 8-3_OH, 1.0
7275.0497, 8-3_OH, 1.0
7275.1694, 8-3_OH, 1.0
7276.3867, 8-3_OH, 1.0
7276.4227, 8-3_OH, 1.0
7281.4628, 8-3_OH, 1.0
7281.6644, 8-3_OH, 1.0
7284.3724, 8-3_OH, 1.0
7284.5057, 8-3_OH, 1.0
7292.0922, 8-3_OH, 1.0
7292.3188, 8-3_OH, 1.0
7295.7875, 8-3_OH, 1.0
7296.0916, 8-3_OH, 1.0
7303.6814, 8-3_OH, 1.0
7303.755, 8-3_OH, 1.0
7306.8454, 8-3_OH, 1.0
7307.0211, 8-3_OH, 1.0
7310.7786, 8-3_OH, 1.0
7311.3309, 8-3_OH, 1.0
7316.2466, 8-3_OH, 1.0
7316.3183, 8-3_OH, 1.0
7319.9, OII_DN_9, 1.0
7325.6559, 8-3_OH, 1.0
7325.7042, 8-3_OH, 1.0
7329.1221, 8-3_OH, 1.0
7329.1753, 8-3_OH, 1.0
7329.4697, 8-3_OH, 1.0
7330.2, OII_DN_9, 1.0
7330.3468, 8-3_OH, 1.0
7340.8127, 8-3_OH, 1.0
7340.9566, 8-3_OH, 1.0
7348.3479, 8-3_OH, 1.0
7348.5062, 8-3_OH, 1.0
7351.9708, 8-3_OH, 1.0
7353.2475, 8-3_OH, 1.0
7358.6568, 8-3_OH, 1.0
7358.6628, 8-3_OH, 1.0
7369.2488, 8-3_OH, 1.0
7369.4835, 8-3_OH, 1.0
7378.3861, 8-3_OH, 1.0
7380.1302, 8-3_OH, 1.0
7392.1695, 8-3_OH, 1.0
7392.2275, 8-3_OH, 1.0
7401.6893, 8-3_OH, 1.0
7402.0296, 8-3_OH, 1.0
7429.7108, 8-3_OH, 1.0
7429.8472, 8-3_OH, 1.0
7438.2443, 8-3_OH, 1.0
7438.7037, 8-3_OH, 1.0
7461.2071, 4-0_OH, 1.0
7461.2695, 4-0_OH, 1.0
7462.3845, 4-0_OH, 1.0
7462.4636, 4-0_OH, 1.0
7462.5432, 4-0_OH, 1.0
7462.6324, 4-0_OH, 1.0
7463.1226, 4-0_OH, 1.0
7363.1588, 4-0_OH, 1.0
7463.7193, 4-0_OH, 1.0
7463.8074, 4-0_OH, 1.0
7464.8301, 4-0_OH, 1.0
7464.9059, 4-0_OH, 1.0
7466.569, 4-0_OH, 1.0
7466.6498, 4-0_OH, 1.0
7470.6817, 4-0_OH, 1.0
7470.7308, 4-0_OH, 1.0
7471.3578, 8-3_OH, 1.0
7471.5812, 8-3_OH, 1.0
7473.6406, 4-0_OH, 1.0
7473.7121, 4-0_OH, 1.0
7479.0176, 8-3_OH, 1.0
7479.6068, 8-3_OH, 1.0
7480.2453, 4-0_OH, 1.0
